rotation_id,vehicle_type_id,assignment
98524,87,0
98524,88,0
98524,89,0
98524,90,0
98524,91,0
97639,82,0
97639,83,0
97639,84,1
97639,85,0
97639,86,0
97639,87,0
97639,88,0
97639,89,0
97639,90,0
97639,91,0
96627,82,0
96627,83,0
96627,84,1
96627,85,0
96627,86,0
96627,87,0
96627,88,0
96627,89,0
96627,90,0
96627,91,0
91816,82,0
91816,83,0
91816,84,1
91816,85,0
91816,86,0
91816,87,0
91816,88,0
91816,89,0
91816,90,0
91816,91,0
89568,82,0
89568,83,0
89568,84,1
89568,85,0
89568,86,0
89568,87,0
89568,88,0
89568,89,0
89568,90,0
89568,91,0
96569,82,0
96569,83,0
96569,84,1
96569,85,0
96569,86,0
96569,87,0
96569,88,0
96569,89,0
96569,90,0
96569,91,0
89503,82,0
89503,83,0
89503,84,1
89503,85,0
89503,86,0
89503,87,0
89503,88,0
89503,89,0
89503,90,0
89503,91,0
92601,82,0
92601,83,0
92601,84,1
92601,85,0
92601,86,0
92601,87,0
92601,88,0
92601,89,0
92601,90,0
92601,91,0
92732,82,0
92732,83,0
92732,84,1
92732,85,0
92732,86,0
92732,87,0
92732,88,0
92732,89,0
92732,90,0
92732,91,0
90413,82,0
90413,83,0
90413,84,1
90413,85,0
90413,86,0
90413,87,0
90413,88,0
90413,89,0
90413,90,0
90413,91,0
91813,82,0
91813,83,0
91813,84,1
91813,85,0
91813,86,0
91813,87,0
91813,88,0
91813,89,0
91813,90,0
91813,91,0
98521,82,0
98521,83,0
98521,84,1
98521,85,0
98521,86,0
98521,87,0
98521,88,0
98521,89,0
98521,90,0
98521,91,0
97636,82,0
97636,83,0
97636,84,1
97636,85,0
97636,86,0
97636,87,0
97636,88,0
97636,89,0
97636,90,0
97636,91,0
92689,82,0
92689,83,0
92689,84,1
92689,85,0
92689,86,0
92689,87,0
92689,88,0
92689,89,0
92689,90,0
92689,91,0
90456,82,0
90456,83,0
90456,84,1
90456,85,0
90456,86,0
90456,87,0
90456,88,0
90456,89,0
90456,90,0
90456,91,0
93066,82,0
93066,83,0
93066,84,1
93066,85,0
93066,86,0
93066,87,0
93066,88,0
93066,89,0
93066,90,0
93066,91,0
93337,82,0
93337,83,0
93337,84,1
93337,85,0
93337,86,0
93337,87,0
93337,88,0
93337,89,0
93337,90,0
93337,91,0
94394,82,0
94394,83,0
94394,84,1
94394,85,0
94394,86,0
94394,87,0
94394,88,0
94394,89,0
94394,90,0
94394,91,0
94568,82,0
94568,83,0
94568,84,1
94568,85,0
94568,86,0
94568,87,0
94568,88,0
94568,89,0
94568,90,0
94568,91,0
90146,82,0
90146,83,0
90146,84,1
90146,85,0
90146,86,0
90146,87,0
90146,88,0
90146,89,0
90146,90,0
90146,91,0
89391,82,0
89391,83,0
89391,84,1
89391,85,0
89391,86,0
89391,87,0
89391,88,0
89391,89,0
89391,90,0
89391,91,0
90511,82,0
90511,83,0
90511,84,1
90511,85,0
90511,86,0
90511,87,0
90511,88,0
90511,89,0
90511,90,0
90511,91,0
94865,82,0
94865,83,0
94865,84,1
94865,85,0
94865,86,0
94865,87,0
94865,88,0
94865,89,0
94865,90,0
94865,91,0
91078,82,0
91078,83,0
91078,84,1
91078,85,0
91078,86,0
91078,87,0
91078,88,0
91078,89,0
91078,90,0
91078,91,0
96949,82,0
96949,83,0
96949,84,1
96949,85,0
96949,86,0
96949,87,0
96949,88,0
96949,89,0
96949,90,0
96949,91,0
93555,82,0
93555,83,0
93555,84,1
93555,85,0
93555,86,0
93555,87,0
93555,88,0
93555,89,0
93555,90,0
93555,91,0
90453,82,0
90453,83,0
90453,84,1
90453,85,0
90453,86,0
90453,87,0
90453,88,0
90453,89,0
90453,90,0
90453,91,0
91484,82,0
91484,83,0
91484,84,1
91484,85,0
91484,86,0
91484,87,0
91484,88,0
91484,89,0
91484,90,0
91484,91,0
92028,82,0
92028,83,0
92028,84,1
92028,85,0
92028,86,0
92028,87,0
92028,88,0
92028,89,0
92028,90,0
92028,91,0
98212,82,0
98212,83,0
98212,84,1
98212,85,0
98212,86,0
98212,87,0
98212,88,0
98212,89,0
98212,90,0
98212,91,0
96084,82,0
96084,83,0
96084,84,1
96084,85,0
96084,86,0
96084,87,0
96084,88,0
96084,89,0
96084,90,0
96084,91,0
90452,82,0
90452,83,0
90452,84,1
90452,85,0
90452,86,0
90452,87,0
90452,88,0
90452,89,0
90452,90,0
90452,91,0
91480,82,0
91480,83,0
91480,84,1
91480,85,0
91480,86,0
91480,87,0
91480,88,0
91480,89,0
91480,90,0
91480,91,0
94252,82,0
94252,83,0
94252,84,1
94252,85,0
94252,86,0
94252,87,0
94252,88,0
94252,89,0
94252,90,0
94252,91,0
90017,82,0
90017,83,0
90017,84,1
90017,85,0
90017,86,0
90017,87,0
90017,88,0
90017,89,0
90017,90,0
90017,91,0
95704,82,0
95704,83,0
95704,84,1
95704,85,0
95704,86,0
95704,87,0
95704,88,0
95704,89,0
95704,90,0
95704,91,0
92241,82,0
92241,83,0
92241,84,1
92241,85,0
92241,86,0
92241,87,0
92241,88,0
92241,89,0
92241,90,0
92241,91,0
89198,82,0
89198,83,0
89198,84,1
89198,85,0
89198,86,0
89198,87,0
89198,88,0
89198,89,0
89198,90,0
89198,91,0
93791,82,0
93791,83,0
93791,84,1
93791,85,0
93791,86,0
93791,87,0
93791,88,0
93791,89,0
93791,90,0
93791,91,0
93332,82,0
93332,83,0
93332,84,1
93332,85,0
93332,86,0
93332,87,0
93332,88,0
93332,89,0
93332,90,0
93332,91,0
96067,82,0
96067,83,0
96067,84,1
96067,85,0
96067,86,0
96067,87,0
96067,88,0
96067,89,0
96067,90,0
96067,91,0
89070,82,0
89070,83,0
89070,84,1
89070,85,0
89070,86,0
89070,87,0
89070,88,0
89070,89,0
89070,90,0
89070,91,0
91974,82,0
91974,83,0
91974,84,1
91974,85,0
91974,86,0
91974,87,0
91974,88,0
91974,89,0
91974,90,0
91974,91,0
94855,82,0
94855,83,0
94855,84,1
94855,85,0
94855,86,0
94855,87,0
94855,88,0
94855,89,0
94855,90,0
94855,91,0
93333,82,0
93333,83,0
93333,84,1
93333,85,0
93333,86,0
93333,87,0
93333,88,0
93333,89,0
93333,90,0
93333,91,0
90016,82,0
90016,83,0
90016,84,1
90016,85,0
90016,86,0
90016,87,0
90016,88,0
90016,89,0
90016,90,0
90016,91,0
91699,82,0
91699,83,0
91699,84,1
91699,85,0
91699,86,0
91699,87,0
91699,88,0
91699,89,0
91699,90,0
91699,91,0
96922,82,0
96922,83,0
96922,84,1
96922,85,0
96922,86,0
96922,87,0
96922,88,0
96922,89,0
96922,90,0
96922,91,0
92747,82,0
92747,83,0
92747,84,1
92747,85,0
92747,86,0
92747,87,0
92747,88,0
92747,89,0
92747,90,0
92747,91,0
88826,82,0
88826,83,0
88826,84,1
88826,85,0
88826,86,0
88826,87,0
88826,88,0
88826,89,0
88826,90,0
88826,91,0
93334,82,0
93334,83,0
93334,84,1
93334,85,0
93334,86,0
93334,87,0
93334,88,0
93334,89,0
93334,90,0
93334,91,0
96065,82,0
96065,83,0
96065,84,1
96065,85,0
96065,86,0
96065,87,0
96065,88,0
96065,89,0
96065,90,0
96065,91,0
92685,82,0
92685,83,0
92685,84,1
92685,85,0
92685,86,0
92685,87,0
92685,88,0
92685,89,0
92685,90,0
92685,91,0
91198,82,0
91198,83,0
91198,84,1
91198,85,0
91198,86,0
91198,87,0
91198,88,0
91198,89,0
91198,90,0
91198,91,0
89133,82,0
89133,83,0
89133,84,1
89133,85,0
89133,86,0
89133,87,0
89133,88,0
89133,89,0
89133,90,0
89133,91,0
97391,82,0
97391,83,0
97391,84,1
97391,85,0
97391,86,0
97391,87,0
97391,88,0
97391,89,0
97391,90,0
97391,91,0
92698,82,0
92698,83,0
92698,84,1
92698,85,0
92698,86,0
92698,87,0
92698,88,0
92698,89,0
92698,90,0
92698,91,0
96916,82,0
96916,83,0
96916,84,1
96916,85,0
96916,86,0
96916,87,0
96916,88,0
96916,89,0
96916,90,0
96916,91,0
90517,82,0
90517,83,0
90517,84,1
90517,85,0
90517,86,0
90517,87,0
90517,88,0
90517,89,0
90517,90,0
90517,91,0
94050,82,0
94050,83,0
94050,84,1
94050,85,0
94050,86,0
94050,87,0
94050,88,0
94050,89,0
94050,90,0
94050,91,0
93209,82,0
93209,83,0
93209,84,1
93209,85,0
93209,86,0
93209,87,0
93209,88,0
93209,89,0
93209,90,0
93209,91,0
89758,82,0
89758,83,0
89758,84,1
89758,85,0
89758,86,0
89758,87,0
89758,88,0
89758,89,0
89758,90,0
89758,91,0
96952,82,0
96952,83,0
96952,84,1
96952,85,0
96952,86,0
96952,87,0
96952,88,0
96952,89,0
96952,90,0
96952,91,0
96568,82,0
96568,83,0
96568,84,1
96568,85,0
96568,86,0
96568,87,0
96568,88,0
96568,89,0
96568,90,0
96568,91,0
92386,82,0
92386,83,0
92386,84,1
92386,85,0
92386,86,0
92386,87,0
92386,88,0
92386,89,0
92386,90,0
92386,91,0
89193,82,0
89193,83,0
89193,84,1
89193,85,0
89193,86,0
89193,87,0
89193,88,0
89193,89,0
89193,90,0
89193,91,0
97213,82,0
97213,83,0
97213,84,1
97213,85,0
97213,86,0
97213,87,0
97213,88,0
97213,89,0
97213,90,0
97213,91,0
91840,82,0
91840,83,0
91840,84,1
91840,85,0
91840,86,0
91840,87,0
91840,88,0
91840,89,0
91840,90,0
91840,91,0
97725,82,0
97725,83,0
97725,84,1
97725,85,0
97725,86,0
97725,87,0
97725,88,0
97725,89,0
97725,90,0
97725,91,0
92687,82,0
92687,83,0
92687,84,1
92687,85,0
92687,86,0
92687,87,0
92687,88,0
92687,89,0
92687,90,0
92687,91,0
92390,82,0
92390,83,0
92390,84,1
92390,85,0
92390,86,0
92390,87,0
92390,88,0
92390,89,0
92390,90,0
92390,91,0
90299,82,0
90299,83,0
90299,84,1
90299,85,0
90299,86,0
90299,87,0
90299,88,0
90299,89,0
90299,90,0
90299,91,0
94848,82,0
94848,83,0
94848,84,1
94848,85,0
94848,86,0
94848,87,0
94848,88,0
94848,89,0
94848,90,0
94848,91,0
96950,82,0
96950,83,0
96950,84,1
96950,85,0
96950,86,0
96950,87,0
96950,88,0
96950,89,0
96950,90,0
96950,91,0
92688,82,0
92688,83,0
92688,84,1
92688,85,0
92688,86,0
92688,87,0
92688,88,0
92688,89,0
92688,90,0
92688,91,0
92244,82,0
92244,83,0
92244,84,1
92244,85,0
92244,86,0
92244,87,0
92244,88,0
92244,89,0
92244,90,0
92244,91,0
92616,82,0
92616,83,0
92616,84,1
92616,85,0
92616,86,0
92616,87,0
92616,88,0
92616,89,0
92616,90,0
92616,91,0
90289,82,0
90289,83,0
90289,84,1
90289,85,0
90289,86,0
90289,87,0
90289,88,0
90289,89,0
90289,90,0
90289,91,0
90533,82,0
90533,83,0
90533,84,1
90533,85,0
90533,86,0
90533,87,0
90533,88,0
90533,89,0
90533,90,0
90533,91,0
97706,82,0
97706,83,0
97706,84,1
97706,85,0
97706,86,0
97706,87,0
97706,88,0
97706,89,0
97706,90,0
97706,91,0
89325,82,0
89325,83,0
89325,84,1
89325,85,0
89325,86,0
89325,87,0
89325,88,0
89325,89,0
89325,90,0
89325,91,0
94051,82,0
94051,83,0
94051,84,1
94051,85,0
94051,86,0
94051,87,0
94051,88,0
94051,89,0
94051,90,0
94051,91,0
91083,82,0
91083,83,0
91083,84,1
91083,85,0
91083,86,0
91083,87,0
91083,88,0
91083,89,0
91083,90,0
91083,91,0
94104,82,0
94104,83,0
94104,84,1
94104,85,0
94104,86,0
94104,87,0
94104,88,0
94104,89,0
94104,90,0
94104,91,0
94562,82,0
94562,83,0
94562,84,1
94562,85,0
94562,86,0
94562,87,0
94562,88,0
94562,89,0
94562,90,0
94562,91,0
92385,82,0
92385,83,0
92385,84,1
92385,85,0
92385,86,0
92385,87,0
92385,88,0
92385,89,0
